user_id,contract,most_search_t6,count_t6,category_t6,most_search_t7,count_t7,category_t7,keyword_changed_flag,category_shift_flag,category_transition,most_watch_type,taste_profile,activity_level,active_days,total_giai_tri,total_phim_truyen,total_the_thao,total_thieu_nhi,total_truyen_hinh
41521913,,siêu nhân,2,Phim hoạt hình,siêu nhân,3,Phim hoạt hình,No,Unchanged,Unchanged,,,,,,,,,
41522922,,giống nòi,4,Khác,doraemon,4,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
41549701,,chàng hậu,8,Phim Hàn Quốc,hoa d,5,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
41582263,,thế giới động vật,2,Tìm kiếm chung / Tài liệu,thế giới động vật,2,Tìm kiếm chung / Tài liệu,No,Unchanged,Unchanged,,,,,,,,,
41614146,,hội pháp sư,3,Anime,lưỡi gươm diệt quỷ,3,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
41614158,,tình yêu từ 0 đến 1,2,Phim Trung Quốc,cuộc chiến thượng lưu,2,Phim Hàn Quốc,Yes,Changed,Phim Trung Quốc -> Phim Hàn Quốc,,,,,,,,,
41641578,,pháp y tần minh,2,người đọc tâm : Phim Trung Quốc,nữ luật sư,2,Khác,Yes,Changed,người đọc tâm : Phim Trung Quốc -> Khác,,,,,,,,,
41642476,,voice,2,Phim Hàn Quốc,extraordinary you,6,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
41650396,,chuyển sinh thành slime,2,Anime,phim,3,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
41720632,,nhất dạ tân nương,3,Phim Trung Quốc,minh châu rực rỡ,2,Phim Thái Lan,Yes,Changed,Phim Trung Quốc -> Phim Thái Lan,,,,,,,,,
41843567,,quán rượu di động,2,Khác,thanh gươm diệt quỷ chuyến tàu vô tận,2,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
41889699,,chu thu,2,Khác,chu thu,2,Khác,No,Unchanged,Unchanged,,,,,,,,,
41959413,,bolero,2,Âm nhạc,nối vòng tay lớn,3,Khác,Yes,Changed,Âm nhạc -> Khác,,,,,,,,,
41973992,,truong an nhu co,2,Khác,fary,10,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
41995501,,tế công,2,Khác,ngôi trường xác sống,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
4199671,,chồng hai vợ,3,Khác,làm dâu xứ lạ,4,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
42012133,,khanh,2,Khác,thính tuyết lâu,2,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
42032041,,học viện anh hùng phần 5,3,Anime,học viện anh hùng phần 2,5,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
42057177,,liên minh công lý phiên bản của zack snyder,2,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,liên minh công lý phiên bản của zack snyder,2,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,No,Unchanged,Unchanged,,,,,,,,,
42088066,,nghĩ sao khi,2,Khác,tìm kiếm bằng giọng nói,6,Tìm kiếm chung / Chức năng,Yes,Changed,Khác -> Tìm kiếm chung / Chức năng,,,,,,,,,
42097124,,sieu anh hung daany,3,Khác,c14 naruto,2,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
42188713,,tiên nữ cử tạ kim bok joo,2,Phim Hàn Quốc,sao băng,6,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
42211991,,kết hôn rồi bắt đầu yêu,15,Phim Trung Quốc,moi t,5,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
42221353,,reply 1988,2,Phim Hàn Quốc,con ruột con riêng,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
42227586,,đại chiến kén rể,3,Chương trình truyền hình,naruto,3,Anime,Yes,Changed,Chương trình truyền hình -> Anime,,,,,,,,,
4223457,,hoa bay,3,Khác,thời sự,2,Tìm kiếm chung / Tin tức,Yes,Changed,Khác -> Tìm kiếm chung / Tin tức,,,,,,,,,
42248372,,cuộc chiến thượng lưu,4,Phim Hàn Quốc,chàng hậu,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
42263743,,yêu nhầm chị dâu,2,Phim Thái Lan,doraem,2,Khác,Yes,Changed,Phim Thái Lan -> Khác,,,,,,,,,
42295477,,thời sự,6,Tìm kiếm chung / Tin tức,thời sự,7,Tìm kiếm chung / Tin tức,No,Unchanged,Unchanged,,,,,,,,,
42325526,,siêu nhân,5,Phim hoạt hình,siêu nhân,6,Phim hoạt hình,No,Unchanged,Unchanged,,,,,,,,,
42381237,,frozen,3,Phim hoạt hình,iu,2,Khác,Yes,Changed,Phim hoạt hình -> Khác,,,,,,,,,
42434430,,bao thanh thiên,6,Phim Đài Loan,bao thanh thiên,9,Phim Đài Loan,No,Unchanged,Unchanged,,,,,,,,,
42485150,,nữ thanh tra tài ba,2,Phim Hàn Quốc,người thầy y đức,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
42519146,,chuyện tình người đan áo,3,Khác,thế giới khủng long lãnh địa,3,Phim chiếu rạp,Yes,Changed,Khác -> Phim chiếu rạp,,,,,,,,,
42534772,,hàng xóm của tôi không chịu lớn,5,Phim Trung Quốc,định luật 80 20,2,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
42551333,,ấu trùng tinh nghịch,2,Phim hoạt hình,avengers cuộc chiến vô cực,2,Khác,Yes,Changed,Phim hoạt hình -> Khác,,,,,,,,,
42578149,,cha cha cha,2,Khác,cha cha cha,3,Khác,No,Unchanged,Unchanged,,,,,,,,,
4259656,,bống bống bang bang,7,Âm nhạc thiếu nhi,bống bống bang bang,2,Âm nhạc thiếu nhi,No,Unchanged,Unchanged,,,,,,,,,
42671351,,lửa chiến,3,Khác,lửa chiến,3,Khác,No,Unchanged,Unchanged,,,,,,,,,
42680972,,lucy,2,Phim chiếu rạp / Hành động,anh em siêu quây,2,Khác,Yes,Changed,Phim chiếu rạp / Hành động -> Khác,,,,,,,,,
42703181,,hội pháp sư,3,Anime,hội pháp sư,19,Anime,No,Unchanged,Unchanged,,,,,,,,,
42714215,,chú vịt con,8,Âm nhạc thiếu nhi,chú vịt con,11,Âm nhạc thiếu nhi,No,Unchanged,Unchanged,,,,,,,,,
42724423,,bolero,2,Âm nhạc,bolero,7,Âm nhạc,No,Unchanged,Unchanged,,,,,,,,,
42791369,,overlord ii,9,Anime,chang trai nam,5,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
42794271,,mở chú thỏ con,16,Khác,mở chú thỏ con,8,Khác,No,Unchanged,Unchanged,,,,,,,,,
42831493,,trữ tình,28,Âm nhạc,trữ tình,17,Âm nhạc,No,Unchanged,Unchanged,,,,,,,,,
42831506,,fairy tail,14,Anime,fairy tail,11,Anime,No,Unchanged,Unchanged,,,,,,,,,
42943448,,lạ lắm à nha,3,Khác,giọng ca bí ẩn,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
42970958,,penthouse 2,6,Phim Hàn Quốc,con tim sắt đá,4,Phim Thái Lan,Yes,Changed,Phim Hàn Quốc -> Phim Thái Lan,,,,,,,,,
43090572,,con ruột con riêng,2,Phim Hàn Quốc,hoa du ký,3,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
43131657,,thiếu nhi,6,Tìm kiếm chung,thiếu nhi,5,Tìm kiếm chung,No,Unchanged,Unchanged,,,,,,,,,
43171451,,chú thuật hồi chiến,9,Anime,chú thuật hồi chiến,3,Anime,No,Unchanged,Unchanged,,,,,,,,,
43180107,,thiếu nhi,3,Tìm kiếm chung,john wick,3,Phim chiếu rạp / Hành động,Yes,Changed,Tìm kiếm chung -> Phim chiếu rạp / Hành động,,,,,,,,,
43215786,,vtv6 kênh,2,Kênh truyền hình,vtv3 kênh,2,Kênh truyền hình,Yes,Unchanged,Unchanged,,,,,,,,,
43230957,,kết hôn rồi bắt đầu yêu,2,Phim Trung Quốc,nỗi vương vấn của hạ tiên sinh,5,Phim Trung Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
43301483,,attack on titan final season,3,Anime,overlord iii,2,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
43393775,,danh gia vong toc,2,Khác,shooting stars,10,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
43461486,,mở video chú bộ đội,2,Khác,mở video đêm qua em mơ gặp bác hồ,5,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
43481193,,liverpool real madrid xem lại trận đấu,3,Khác,tình yêu từ 0 đến 1,6,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
43502691,,chuyển sinh thành nhện,10,Anime,thanh gươm diệt quỷ phần kỹ viện trấn,5,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
43572497,,ngôi sao tình yêu,24,Phim Hàn Quốc,ngôi sao tình yêu,36,Phim Hàn Quốc,No,Unchanged,Unchanged,,,,,,,,,
43613264,,vân tịch truyện,2,Phim Trung Quốc,sam sam đến rồi,2,Phim Trung Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
43658037,,penthouse 2,2,Phim Hàn Quốc,yêu tinh,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
43745860,,vương quốc pha lê,5,Khác,maycat,11,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
43747076,,mật thất vây cá lội,2,Khác,nhất dạ tân nương 2,5,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
43766249,,cẩm tâm tựa ngọc,2,Khác,hạc lệ hoa đình,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
43800061,,yêu tinh,5,Phim Hàn Quốc,bạn trai tôi là hồ ly,9,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
43919429,,man on the moon,2,Khác,confession,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
44025562,,kinporsche,2,Khác,cuộc chiến thượng lưu,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
44025927,,why her,2,Phim Hàn Quốc,mây họa ánh trăng,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
44048936,,hotnews nl,2,Khác,tuyển tập phim ngắn việt nam,2,phim ngắn việt nam : Phim Việt Nam,Yes,Changed,Khác -> phim ngắn việt nam : Phim Việt Nam,,,,,,,,,
44086032,,tây bắc,4,Địa lý,red,2,Khác,Yes,Changed,Địa lý -> Khác,,,,,,,,,
44088662,,những chàng trai tham vọng,2,Phim Thái Lan,conan,2,Anime,Yes,Changed,Phim Thái Lan -> Anime,,,,,,,,,
44100266,,yêu tinh,3,Phim Hàn Quốc,ngọt ngào dành,3,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
44107015,,thần điêu đại hiệp,2,Khác,tam sinh tam thế thập lý đào hoa,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
44117980,,larva,8,Khác,016tandu,24,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
44133382,,thiếu nhi,6,Tìm kiếm chung,thiếu nhi,7,Tìm kiếm chung,No,Unchanged,Unchanged,,,,,,,,,
44134196,,ai l,2,Khác,horimiya,2,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
44149303,,vtv,2,Khác,lấy danh nghĩa người nhà,2,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
44218498,,chau tinh tri,16,Khác,anime,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
4422493,,american wrestler the wizard,12,the wizard : Phim chiếu rạp,american wrestler the wizard,3,the wizard : Phim chiếu rạp,No,Unchanged,Unchanged,,,,,,,,,
44250266,,vô tình nhặt được tổng tài,3,Phim Trung Quốc,kết hôn rồi bắt đầu yêu,3,Phim Trung Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
44346315,,huyết giới chiến tuyến phần 2,2,Khác,true beauty,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
44366672,,viet nam vs thai lan u,5,Khác,u19 thai lan vs u19 lao,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
44372572,,naruto,3,Anime,chuyen s,2,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
44382411,,tom and jerry tales,3,Phim hoạt hình,người hùng tí hon,2,Khác,Yes,Changed,Phim hoạt hình -> Khác,,,,,,,,,
44411522,,sau khi làm chuyện ấy,2,Khác,khắc tinh ma cà rồng,3,Tâm linh,Yes,Changed,Khác -> Tâm linh,,,,,,,,,
44440415,,oggy,10,Phim hoạt hình,minio,3,Khác,Yes,Changed,Phim hoạt hình -> Khác,,,,,,,,,
44489439,,hồi kí vanitas,9,Anime,dr stone,21,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
44521904,,người đẹp tóc mây,2,Phim hoạt hình,superman red son,3,Khác,Yes,Changed,Phim hoạt hình -> Khác,,,,,,,,,
44609491,,zombie zombie,2,Khác,hừng đông phần 1,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
44620195,,overlord ii,3,Anime,chú thuật hồi chiến,2,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
44640984,,fairy tail,23,Anime,fairy tail,5,Anime,No,Unchanged,Unchanged,,,,,,,,,
44674855,,con đường xưa em đi,4,Khác,trữ tình,6,Âm nhạc,Yes,Changed,Khác -> Âm nhạc,,,,,,,,,
44692077,,pháp sư đại tài,2,Khác,lưỡi gươm diệt quỷ,5,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
44692756,,prime provider,5,Khác,prime provider,2,Khác,No,Unchanged,Unchanged,,,,,,,,,
44732739,,cảnh đẹp ngày vui biết bao giờ,2,Phim Trung Quốc,nhất kiến khuynh tâm,6,Phim Trung Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
44781571,,prime provider,2,Khác,siêu nhân,3,Phim hoạt hình,Yes,Changed,Khác -> Phim hoạt hình,,,,,,,,,
44787241,,liên minh công lý phiên bản của zack snyder,11,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,liên minh công lý phiên bản của zack snyder,9,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,No,Unchanged,Unchanged,,,,,,,,,
44858949,,nhất dạ tân nương,2,Phim Trung Quốc,nhất dạ tân nương,4,Phim Trung Quốc,No,Unchanged,Unchanged,,,,,,,,,
44900613,,sao băng,2,Khác,thanh thanh tử khâm,10,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
44911295,,bolero,8,Âm nhạc,bolero,3,Âm nhạc,No,Unchanged,Unchanged,,,,,,,,,
44934918,,lưu ly mỹ nhân sát,10,Phim Trung Quốc,phép màu,2,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
44965820,,boruto naruto the movie,3,Anime,boruto naruto the movie,5,Anime,No,Unchanged,Unchanged,,,,,,,,,
44966400,,thương nhớ ở ai,2,Khác,hương vị tình yêu,6,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
44987594,,annab,2,Khác,thu k,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
45085454,,đao kiếm thần vực phần 4,2,Anime,sword art online alicization,2,alicization : Anime,Yes,Changed,Anime -> alicization : Anime,,,,,,,,,
45086788,,fairy tail,13,Anime,fairy tail,2,Anime,No,Unchanged,Unchanged,,,,,,,,,
45090339,,top gun,3,Phim chiếu rạp,top gun,3,Phim chiếu rạp,No,Unchanged,Unchanged,,,,,,,,,
45091895,,tình em biển cả,2,Khác,sapa nơi gặp gỡ đất trời,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
45097509,,khách sạn bí ẩn,3,Khác,devil sister,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
45102332,,hoi p,11,Khác,hoi p,3,Khác,No,Unchanged,Unchanged,,,,,,,,,
4512382,,sakura thủ lĩnh thẻ bài,9,Anime,hoa du ký,3,Phim Hàn Quốc,Yes,Changed,Anime -> Phim Hàn Quốc,,,,,,,,,
45154696,,liên minh công lý phiên bản của zack snyder,2,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,perc,2,Khác,Yes,Changed,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng -> Khác,,,,,,,,,
45196991,,toàn chức cao thủ,3,Khác,vân tịch truyện,4,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
45220684,,ghiep trong,2,Khác,sơn trại tiểu manh chủ,2,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
45258949,,cảnh đẹp ngày vui biết bao giờ,2,Phim Trung Quốc,đậu kiêu,2,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
45270389,,ho ly,9,Khác,cao va,5,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
45281099,,fairy tail,2,Anime,fairy tail,3,Anime,No,Unchanged,Unchanged,,,,,,,,,
4532708,,mot doi mot,3,Khác,runningman,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
45364644,,cuộc chiến thượng lưu 3,2,Phim Hàn Quốc,shooting stars,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
45449041,,lý tiểu long và tôi,2,Phim ảnh,na tra ma đồng giáng thế,2,ma đồng giáng thế : Phim hoạt hình,Yes,Changed,Phim ảnh -> ma đồng giáng thế : Phim hoạt hình,,,,,,,,,
45454499,,machine,2,Khác,siêu nhân,2,Phim hoạt hình,Yes,Changed,Khác -> Phim hoạt hình,,,,,,,,,
45467409,,overlord ii,2,Anime,đặc nhiệm thám tử phần 3,2,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
45619484,,game,5,Khác,phim ma,2,Tâm linh,Yes,Changed,Khác -> Tâm linh,,,,,,,,,
45699028,,giữa thanh xuân,2,Phim Trung Quốc,eve,2,Phim Hàn Quốc,Yes,Changed,Phim Trung Quốc -> Phim Hàn Quốc,,,,,,,,,
45732129,,liên minh công lý phiên bản của zack snyder,4,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,liên minh công lý phiên bản của zack snyder,2,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,No,Unchanged,Unchanged,,,,,,,,,
45747494,,trận đá bóng bán kết trận thứ hai ngày 11 6 2022,2,Khác,gặp em cô gái rực rỡ,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
45756778,,sống hay chết,2,Khác,khu rừng bí mật,4,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
45853788,,call me by yours name,2,Khác,hoc vien do den,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
45861001,,one piece phim,3,phim : Anime,boruto naruto the movie,4,Anime,Yes,Changed,phim : Anime -> Anime,,,,,,,,,
45867339,,thanh gươm diệt quỷ phần kỹ viện trấn,2,Anime,chú thuật hồi chiến,2,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
45869961,,mở youtube coi em bé xảy ngựa,2,Nền tảng,tân ỷ thiên đồ long ký 2019,2,Khác,Yes,Changed,Nền tảng -> Khác,,,,,,,,,
45932623,,tìm kiếm bằng giọng nói,4,Tìm kiếm chung / Chức năng,thư ký kim sao thế,2,Phim Hàn Quốc,Yes,Changed,Tìm kiếm chung / Chức năng -> Phim Hàn Quốc,,,,,,,,,
45942007,,pokémon,5,Anime,tom and jerry tales,2,Phim hoạt hình,Yes,Changed,Anime -> Phim hoạt hình,,,,,,,,,
45978953,,baby shark,2,Âm nhạc thiếu nhi,khủng long,2,Động vật,Yes,Changed,Âm nhạc thiếu nhi -> Động vật,,,,,,,,,
46084149,,fary tail,2,Khác,fairy tail final,3,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
46113687,,thu linh,2,Khác,lạp tội đồ giám,9,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
46200961,,đẳng cấp thượng lưu,2,Phim Hàn Quốc,boss,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
4626771,,battleship,4,Khác,kẻ hủy diệt,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
4628992,,diệp lâm anh ly thân chồng,2,Khác,miền đất hứa,3,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
46452204,,thiên nga đen,2,Phim chiếu rạp,bất động sản trừ tà,2,Phim Hàn Quốc,Yes,Changed,Phim chiếu rạp -> Phim Hàn Quốc,,,,,,,,,
46496139,,thám tử phố tàu,2,Khác,sóng tử thần,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
46505942,,happi,3,Khác,học viện anh hùng phần 4,3,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
46566901,,kế hoạch nguồn nhịp tim,3,Khác,thế giới cool ngầu,7,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
46609721,,attack on titan season 4,4,Anime,sao băng,8,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
46638585,,tái sinh báo thù,3,Phim ảnh,kẻ trộm mặt trăng minions,2,minions : Phim hoạt hình,Yes,Changed,Phim ảnh -> minions : Phim hoạt hình,,,,,,,,,
46671217,,luu l,11,Khác,luu l,6,Khác,No,Unchanged,Unchanged,,,,,,,,,
46734378,,cuộc chiến thượng lưu 3,2,Phim Hàn Quốc,diên hi công lược,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
46740205,,em là thành trì doanh lũy của anh,3,Phim Trung Quốc,p hoi ci em,2,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
46790478,,fairy tail,2,Anime,người thừa kế,2,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
46912252,,hóa ra em rất yêu anh,2,Khác,chàng hậu,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
46917306,,bolero,7,Âm nhạc,bolero,9,Âm nhạc,No,Unchanged,Unchanged,,,,,,,,,
47018381,,jurassic world,2,Khác,the karate kid,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
47115566,,ghibli,6,Anime,kiki,2,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
47129096,,khách sạn ma quái,5,Phim Hàn Quốc,18 again,22,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
47212215,,hoa của quỷ,2,Phim Hàn Quốc,hoa thiên cốt,3,Phim Trung Quốc,Yes,Changed,Phim Hàn Quốc -> Phim Trung Quốc,,,,,,,,,
47349947,,kênh vtv1,3,Kênh truyền hình,học viện anh hùng phần 5,2,Anime,Yes,Changed,Kênh truyền hình -> Anime,,,,,,,,,
4745253,,bà ơi bà,7,Khác,con cá sấu,6,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
47473567,,hoqan,5,Khác,naruto,6,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
47482886,,hội pháp sư,2,Anime,hội pháp sư phần cuối,3,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
47490532,,fat girl,12,Khác,fat girl,8,Khác,No,Unchanged,Unchanged,,,,,,,,,
47581180,,produce,2,Chương trình Hàn Quốc,kake,3,Khác,Yes,Changed,Chương trình Hàn Quốc -> Khác,,,,,,,,,
4772202,,shooting stars,4,Phim Hàn Quốc,yêu tinh,9,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
47926882,,nhạc lính,4,Khác,trữ tình,4,Âm nhạc,Yes,Changed,Khác -> Âm nhạc,,,,,,,,,
47989191,,hoa gian tân,2,Khác,thư ký kim sao thế,3,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
48119940,,lưu ly mỹ nhân sát,5,Phim Trung Quốc,bầu trời rực đỏ,2,Phim Hàn Quốc,Yes,Changed,Phim Trung Quốc -> Phim Hàn Quốc,,,,,,,,,
48294743,,nhanh như chớp,8,Khác,nhanh như chớp,6,Khác,No,Unchanged,Unchanged,,,,,,,,,
48492391,,vân tịch truyện,2,Phim Trung Quốc,iland,9,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
48723380,,penthouse 3,5,Phim Hàn Quốc,hậu duệ mặt trời,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
48802473,,hoa của quỷ,4,Phim Hàn Quốc,cặp đôi lệch,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
48826185,,thế giới động vật,2,Tìm kiếm chung / Tài liệu,thế giới động vật,2,Tìm kiếm chung / Tài liệu,No,Unchanged,Unchanged,,,,,,,,,
48918109,,khủng long,2,Động vật,những người vui tính,2,Khác,Yes,Changed,Động vật -> Khác,,,,,,,,,
49013771,,siêu nhân,7,Phim hoạt hình,siêu nhân,2,Phim hoạt hình,No,Unchanged,Unchanged,,,,,,,,,
49031558,,baby shark,24,Âm nhạc thiếu nhi,baby shark,15,Âm nhạc thiếu nhi,No,Unchanged,Unchanged,,,,,,,,,
49048285,,siêu nhân,2,Phim hoạt hình,jimmy fallon catchphrase,2,Khác,Yes,Changed,Phim hoạt hình -> Khác,,,,,,,,,
49059063,,tây du ký,2,Phim Trung Quốc,ngôi sao khoai tây,13,Phim Hàn Quốc,Yes,Changed,Phim Trung Quốc -> Phim Hàn Quốc,,,,,,,,,
49085048,,ẩm thực tây bắc,2,Địa lý,thợ rừng,2,Khác,Yes,Changed,Địa lý -> Khác,,,,,,,,,
4911541,,hạnh phúc trong tầm tay,2,Phim Trung Quốc,mùa hè của hồ ly,2,Phim Trung Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
49125512,,ghost,2,Khác,conan,2,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
49127579,,chảo lửa tình yêu,10,Khác,tik tak tail,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
49144349,,hoa của quỷ,7,Phim Hàn Quốc,nga quy,3,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
49144808,,thử thách thần tượng,5,Chương trình truyền hình,thử thách thần tượng,6,Chương trình truyền hình,No,Unchanged,Unchanged,,,,,,,,,
49152661,,ban sung,2,Khác,yout,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
49155703,,caribe,2,Khác,kế hoạch thoát ế,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
49158181,,penthouse 3,3,Phim Hàn Quốc,cách mạng tình yêu,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
49163277,,naruto,2,Anime,naruto,2,Anime,No,Unchanged,Unchanged,,,,,,,,,
49189319,,cong to,7,Khác,gia tai,12,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
49194496,,kênh vtv1,2,Kênh truyền hình,kênh vtv1,3,Kênh truyền hình,No,Unchanged,Unchanged,,,,,,,,,
49205740,,mộng hoa lục,2,Phim ảnh,xóm nhiều chuyện,3,Khác,Yes,Changed,Phim ảnh -> Khác,,,,,,,,,
49206657,,phim việt nam hay nhất 2021 xin chào hạnh phúc người giúp việc trọn bộ,6,Khác,nasdaily,6,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
49209765,,yêu trong đau thương,11,Khác,lật mặt,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
49210915,,fairy tail,11,Anime,attack on titan season 2 shingeki no kyojin,2,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
49228293,,dien hi cong,4,Khác,diên hy công lược,2,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
